Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
PRIMROSE WRAY,ONTARIO,6146723,4812,44.07,-80.1,464,1974,1974,-999,-999,1974,1974,1974,1974
PRINCETON,ONTARIO,6146728,4813,43.22,-80.63,285,1883,1913,-999,-999,1883,1913,1883,1913
PROSPECT HILL,ONTARIO,6146745,4814,43.22,-81.23,312,1956,1973,-999,-999,1956,1973,1956,1973
REDICKVILLE,ONTARIO,6146939,4815,44.23,-80.22,525,1944,1985,-999,-999,1944,1985,1944,1985
ROSEVILLE,ONTARIO,6147188,4816,43.35,-80.47,328,1972,2019,-999,-999,1972,2019,1972,2006
RUSKVIEW,ONTARIO,6147229,4817,44.23,-80.13,472,1985,2007,-999,-999,1985,2007,1986,2006
ST GEORGE,ONTARIO,6147314,4818,43.23,-80.2,220,1883,1901,-999,-999,1883,1901,1883,1901
ST MARYS,ONTARIO,6147340,4819,43.25,-81.18,317,1888,1903,-999,-999,1888,1903,1888,1903
SALEM,ONTARIO,6147410,27530,43.71,-80.47,430,1997,2005,-999,-999,1997,2005,1997,2005
SCOTLAND,ONTARIO,6147664,4820,43.0,-80.43,247,1971,2014,-999,-999,1971,2014,1971,2006
SHELBURNE WPCP,ONTARIO,6147693,4821,44.08,-80.18,484,1981,1994,-999,-999,1981,1994,1981,1994
STRATFORD,ONTARIO,6148100,4822,43.38,-81.0,363,1865,1959,-999,-999,1865,1959,1865,1959
STRATFORD WWTP,ONTARIO,6148105,4823,43.37,-81.0,345,1959,2016,-999,-999,1959,2016,1959,2006
STRATHBURN,ONTARIO,6148115,4824,42.72,-81.68,214,1959,1963,-999,-999,1959,1963,1959,1963
STRATHROY,ONTARIO,6148120,4825,42.95,-81.65,228,1879,1996,-999,-999,1879,1996,1879,1996
STRATHROY-MULLIFARRY,ONTARIO,6148122,27647,42.98,-81.64,243,1997,2019,-999,-999,1997,2019,1997,2006
TAVISTOCK,ONTARIO,6148212,4826,43.32,-80.83,343,1967,1988,-999,-999,1967,1988,1967,1988
THAMESFORD,ONTARIO,6148233,4827,43.07,-81.0,289,1974,1975,-999,-999,1974,1975,1974,1975
VIOLET HILL,ONTARIO,6149148,4828,44.07,-80.07,434,1963,1968,-999,-999,1963,1968,1963,1968
WALDEMAR,ONTARIO,6149205,4829,43.88,-80.28,449,1955,1985,-999,-999,1955,1985,1955,1984
WATERLOO FIRE HALL,ONTARIO,6149380,4830,43.47,-80.52,317,1973,1974,-999,-999,1973,1974,1973,1974
WATERLOO WPCP,ONTARIO,6149386,4831,43.48,-80.52,327,1962,2000,-999,-999,1962,2000,1962,2000
WATERLOO WELLINGTON A,ONTARIO,6149387,4832,43.45,-80.38,317,1966,2003,1966,2002,1970,2003,1970,2002
REGION OF WATERLOO INT'L AIRPORT,ONTARIO,6149388,32008,43.46,-80.38,321,2002,2011,2002,2010,2002,2011,2002,2006
WATERLOO WELLINGTON 2,ONTARIO,6149389,42424,43.45,-80.38,313,2003,2017,-999,-999,2003,2017,2003,2006
WESTMINSTER,ONTARIO,6149454,4833,42.93,-81.28,266,1882,1933,-999,-999,1882,1933,1882,1933
WESTMINSTER TWP WPCP,ONTARIO,6149455,4834,42.92,-81.22,259,1961,1994,-999,-999,1961,1994,1961,1994
WOODSTOCK,ONTARIO,6149625,4835,43.14,-80.77,281,1870,2019,-999,-999,1870,2019,1870,2006
WOODSTOCK GOLF COURSE,ONTARIO,6149630,4836,43.2,-80.78,317,1960,1965,-999,-999,1960,1965,1960,1965
WOODSTOCK WATERWORKS,ONTARIO,6149645,4837,43.13,-80.77,283,1959,1966,-999,-999,1959,1966,1959,1966
ELORA AUTOMATIC CLIMATE STATION,ONTARIO,614B2H4,4723,43.65,-80.42,376,1986,2003,-999,-999,1986,2003,1986,2003
HARRISTON,ONTARIO,614CCNR,6908,43.9,-80.8,401,1992,1995,-999,-999,1992,1995,1992,1995
NILESTOWN,ONTARIO,614N003,27322,42.98,-81.08,265,1997,2001,-999,-999,1997,2001,1997,2001
NEWTON,ONTARIO,614NFK0,4724,43.58,-80.9,382,1986,2000,-999,-999,1986,2000,1986,2000
ACTON BEARDMORE,ONTARIO,6150039,4849,43.63,-80.03,320,1966,1967,-999,-999,1966,1967,1966,1967
ALBERTON,ONTARIO,6150060,26775,43.18,-80.05,215,1994,2008,-999,-999,1994,2008,1994,2006
ALBION,ONTARIO,6150100,4850,43.93,-79.83,274,1956,2000,-999,-999,1956,2000,1956,2000
ALBION FIELD CENTRE,ONTARIO,6150103,4851,43.92,-79.83,281,1969,2001,-999,-999,1969,2001,1969,2001
ALDERSHOT,ONTARIO,6150135,4852,43.32,-79.87,144,1947,1977,-999,-999,1947,1977,1947,1977
ALLOA,ONTARIO,6150224,4853,43.72,-79.87,262,1951,1954,-999,-999,1951,1954,1951,1954
ALTON,ONTARIO,6150243,4854,43.85,-80.08,401,1887,1964,-999,-999,1887,1964,1887,1963
AURORA,ONTARIO,6150395,4855,43.95,-79.4,270,1883,1919,-999,-999,1883,1919,1883,1919
AURORA MOE,ONTARIO,6150396,4856,44.02,-79.47,259,1980,1984,-999,-999,1980,1984,1980,1984
AURORA PAYMENT,ONTARIO,6150397,4857,43.98,-79.47,281,1971,1975,-999,-999,1971,1975,1971,1975
AURORA NE,ONTARIO,6150398,41803,44.02,-79.45,260,2003,2009,-999,-999,2003,2009,2003,2006
BALLANTRAE,ONTARIO,6150460,4858,44.05,-79.3,327,1979,1992,-999,-999,1979,1992,1979,1992
BELLEVILLE,ONTARIO,6150689,4859,44.15,-77.39,76,1866,2019,-999,-999,1866,2019,1866,2006
BELLEVILLE OWRC,ONTARIO,6150700,4860,44.17,-77.37,77,1959,1975,-999,-999,1959,1975,1959,1975
BELLEVILLE PAR LAB,ONTARIO,6150717,4861,44.17,-77.35,88,1929,1959,-999,-999,1929,1959,1929,1959
BLACKSTOCK,ONTARIO,6150790,31048,44.1,-78.83,291,2001,2016,-999,-999,2001,2016,2001,2006
BLOOMFIELD,ONTARIO,6150815,4862,43.98,-77.22,91,1896,2014,-999,-999,1896,2014,1896,2006
BLOOMFIELD WEST,ONTARIO,6150816,4863,43.98,-77.25,90,1966,1997,-999,-999,1966,1997,1966,1997
BOLTON SPS,ONTARIO,6150825,4864,43.88,-79.73,213,1978,1992,-999,-999,1978,1992,1978,1992
BOWMANVILLE,ONTARIO,6150829,4865,43.92,-78.65,121,1947,1957,-999,-999,1947,1957,1947,1957
BOWMANVILLE MOSTERT,ONTARIO,6150830,4866,43.92,-78.67,99,1966,2002,-999,-999,1966,2002,1966,2002
BRADFORD,ONTARIO,6150857,4867,44.1,-79.5,220,1951,1957,-999,-999,1951,1957,1951,1957
BRADFORD 2,ONTARIO,6150858,4868,44.12,-79.53,221,1954,1958,-999,-999,1954,1958,1954,1958
BRADFORD HIGH SCHOOL,ONTARIO,6150860,4869,44.12,-79.5,251,1960,1962,-999,-999,1960,1962,1960,1962
BRADFORD MUCK RESEARCH,ONTARIO,6150863,4870,44.03,-79.6,221,1974,1998,-999,-999,1974,1998,1974,1998
BRADFORD OAC,ONTARIO,6150865,4871,44.1,-79.6,243,1960,1966,-999,-999,1960,1966,1960,1966
BRADFORD ODA,ONTARIO,6150866,4872,44.12,-79.55,221,1966,1968,-999,-999,1966,1968,1966,1967
BRADFORD SPRINGDALE,ONTARIO,6150867,4873,44.03,-79.62,221,1966,1982,-999,-999,1966,1982,1966,1981
BRAMALEA,ONTARIO,6150898,4874,43.68,-79.72,205,1967,1971,-999,-999,1967,1971,1967,1971
BRAMPTON,ONTARIO,6150913,4875,43.7,-79.77,221,1870,1964,-999,-999,1870,1964,1871,1964
BRAMPTON AIRPORT,ONTARIO,6150914,6953,43.77,-79.88,274,1991,1992,-999,-999,1991,1992,1991,1992
BRAMPTON MOE,ONTARIO,6150916,4876,43.67,-79.7,182,1962,1993,-999,-999,1962,1993,1963,1993
BRIGHTON,ONTARIO,6150961,4878,44.07,-77.73,92,1948,1950,-999,-999,1948,1950,1948,1950
BRODDYTOWN,ONTARIO,6150997,4879,43.62,-79.6,144,1951,1956,-999,-999,1951,1956,1951,1956
BLUE ACTON,ONTARIO,6150HA7,4848,43.6,-80.05,365,1974,1976,-999,-999,1974,1976,1974,1976
BROUGHAM,ONTARIO,6151000,4880,43.92,-79.12,198,1965,1975,-999,-999,1965,1975,1965,1975
BURKETON MCLAUGHLIN,ONTARIO,6151042,4881,44.03,-78.8,312,1969,2002,-999,-999,1969,2002,1969,2002
BURLINGTON,ONTARIO,6151053,4882,43.35,-79.8,105,1947,1974,-999,-999,1947,1974,1947,1974
BURLINGTON DRURY LANE,ONTARIO,6151055,4883,43.33,-79.8,91,1961,1970,-999,-999,1961,1970,1961,1970
BURLINGTON ELIZABETH GDN,ONTARIO,6151057,4884,43.37,-79.73,83,1961,1977,-999,-999,1961,1977,1961,1977
BURLINGTON FIRE HQ'S,ONTARIO,6151059,4885,43.35,-79.82,114,1970,1983,-999,-999,1970,1983,1970,1983
BURLINGTON PIERS (AUT),ONTARIO,6151061,7868,43.3,-79.8,77,1992,2019,1994,2019,1992,2019,-999,-999
BURLINGTON SKYWAY,ONTARIO,6151063,4886,43.32,-79.8,76,1968,1970,-999,-999,1968,1970,1968,1970
BURLINGTON TS,ONTARIO,6151064,4887,43.33,-79.83,99,1951,1999,-999,-999,1951,1999,1951,1999
BURNHAMTHORPE,ONTARIO,6151065,4888,43.62,-79.6,144,1951,1955,-999,-999,1951,1955,1951,1955
CALEDON,ONTARIO,6151079,4889,43.87,-79.93,384,1979,1980,-999,-999,1979,1980,1979,1980
CALEDON NORTH,ONTARIO,6151080,27485,43.93,-79.95,406,1998,2006,-999,-999,1998,2006,1998,2006
CALEDON VILLAGE,ONTARIO,6151082,11008,43.85,-80.0,423,1993,1995,-999,-999,1993,1995,1993,1995
CAMBORNE,ONTARIO,6151090,6910,44.05,-78.22,175,1991,2002,-999,-999,1991,2002,1991,2002
CAMPBELLCROFT,ONTARIO,6151135,4890,44.1,-78.38,198,1961,1964,-999,-999,1961,1964,1961,1964
CAMPBELLCROFT GANARASKA,ONTARIO,6151136,4891,44.07,-78.5,259,1979,1992,-999,-999,1979,1992,1979,1992
CAMPBELLFORD,ONTARIO,6151137,4892,44.3,-77.8,146,1915,1997,-999,-999,1915,1997,1915,1997
CAMPBELLS CROSS,ONTARIO,6151140,4893,43.8,-79.87,281,1951,1951,-999,-999,1951,1951,1951,1951
CAMPBELLVILLE,ONTARIO,6151141,4894,43.47,-79.93,259,1967,1968,-999,-999,1967,1968,1967,1968
CASTLETON,ONTARIO,6151264,4895,44.12,-77.88,167,1972,1973,-999,-999,1972,1973,1972,1973
CEDAR VALLEY,ONTARIO,6151272,4896,44.07,-79.37,283,1971,1974,-999,-999,1971,1974,1971,1974
CENTRETON,ONTARIO,6151307,4897,44.08,-78.07,244,1990,1992,-999,-999,1990,1992,1991,1992
CENTREVILLE,ONTARIO,6151309,4898,44.4,-76.91,150,1985,2019,-999,-999,1985,2019,1986,2006
CHELTENHAM,ONTARIO,6151486,4899,43.75,-79.93,281,1950,1951,-999,-999,1950,1951,1950,1951
CHRISTIE CONSERVATION,ONTARIO,6151512,4901,43.28,-80.02,251,1976,1994,-999,-999,1976,1994,1976,1994
CLAREMONT,ONTARIO,6151545,4902,43.95,-79.07,175,1962,1991,-999,-999,1962,1991,1962,1991
CLARKSON,ONTARIO,6151548,4903,43.52,-79.62,93,1949,1967,-999,-999,1949,1967,1949,1967
CLAREMONT FIELD CENTRE,ONTARIO,61515DE,4900,43.95,-79.08,182,1970,1971,-999,-999,1970,1971,1970,1971
COBOURG (AUT),ONTARIO,6151684,7870,43.95,-78.17,77,1992,2019,1993,2019,1992,2019,2003,2006
COBOURG,ONTARIO,6151685,4904,43.97,-78.17,78,1948,1958,-999,-999,1948,1958,1948,1958
COBOURG STP,ONTARIO,6151689,4905,43.97,-78.18,79,1970,2019,-999,-999,1970,2019,1970,2006
COBOURG 2,ONTARIO,6151690,4906,43.95,-78.15,83,1958,1962,-999,-999,1958,1962,1958,1962
CODRINGTON,ONTARIO,6151725,4907,44.17,-77.8,144,1965,1973,-999,-999,1965,1973,1965,1973
COLBORNE,ONTARIO,6151745,6954,44.0,-77.88,105,1991,1991,-999,-999,1991,1991,1991,1991
COLD CREEK,ONTARIO,6151750,4908,43.92,-79.7,251,1961,1991,-999,-999,1961,1991,1961,1991
COOKSVILLE,ONTARIO,6151860,4909,43.57,-79.55,91,1962,1965,-999,-999,1962,1965,1962,1965
COPETOWN,ONTARIO,6151866,4910,43.25,-80.12,228,1970,1993,-999,-999,1970,1993,1970,1993
CREWSONS CORNERS,ONTARIO,6151915,4912,43.62,-80.1,358,1957,1973,-999,-999,1957,1973,1957,1973
CROYDON,ONTARIO,6151921,4913,44.57,-77.0,-999,1895,1908,-999,-999,1895,1908,1895,1908
CRESSY,ONTARIO,61519JM,4911,44.1,-76.85,83,1966,2002,-999,-999,1966,2002,1966,2002
DESERONTO,ONTARIO,6152007,4914,44.18,-77.07,80,1882,1905,-999,-999,1882,1905,1882,1905
DRUMQUIN,ONTARIO,6152114,4915,43.55,-79.77,182,1978,1980,-999,-999,1978,1980,1978,1980
EDGELEY,ONTARIO,6152235,4916,43.78,-79.55,167,1958,1960,-999,-999,1958,1960,1958,1960
ERINDALE,ONTARIO,6152335,4917,43.57,-79.65,140,1959,1978,-999,-999,1959,1978,1959,1978
FRANKFORD MOE,ONTARIO,6152555,4918,44.23,-77.6,114,1959,1994,-999,-999,1959,1994,1959,1994
FRENCHMANS BAY,ONTARIO,6152605,4919,43.82,-79.08,76,1959,2004,-999,-999,1959,2004,1959,2004
GALT OSMOND,ONTARIO,6152661,4920,43.35,-80.12,269,1965,1978,-999,-999,1965,1978,1965,1978
GARDEN HILL,ONTARIO,6152663,4921,44.03,-78.4,175,1967,1968,-999,-999,1967,1968,1967,1968
GEORGETOWN,ONTARIO,6152691,4922,43.65,-79.95,274,1882,1966,-999,-999,1882,1966,1882,1966
GEORGETOWN WWTP,ONTARIO,6152695,4923,43.64,-79.88,221,1962,2019,-999,-999,1962,2019,1962,2006
GLEN HAFFY MONO MILLS,ONTARIO,6152833,4924,43.93,-79.95,434,1959,2003,-999,-999,1959,2003,1959,2003
GLENORA RS,ONTARIO,6152837,4925,44.03,-77.05,129,1958,1969,-999,-999,1958,1969,1958,1969
GORES LANDING,ONTARIO,6152950,4926,44.13,-78.22,190,1943,1966,-999,-999,1943,1966,1943,1966
GORES LANDING,ONTARIO,6152951,4927,44.08,-78.27,260,1970,1982,-999,-999,1970,1982,1970,1982
GORMLEY ARDENLEE,ONTARIO,6152953,4928,43.87,-79.38,198,1974,1994,-999,-999,1974,1994,1974,1994
GREEN RIVER,ONTARIO,6153011,4929,43.9,-79.18,190,1953,1957,-999,-999,1953,1957,1953,1957
GREENWOOD MTRCA,ONTARIO,6153020,4930,43.9,-79.07,128,1960,1993,-999,-999,1960,1993,1960,1993
PA HALTON HILLS,ONTARIO,6153170,52498,43.6,-80.06,382,2014,2015,2014,2015,-999,-999,-999,-999
HAMILTON,ONTARIO,6153192,4931,43.27,-79.9,92,1866,1958,-999,-999,1866,1958,1866,1958
HAMILTON A,ONTARIO,6153193,49908,43.17,-79.94,237,2011,2019,2011,2019,2011,2019,-999,-999
HAMILTON A,ONTARIO,6153194,4932,43.17,-79.93,237,1959,2011,1970,2011,1959,2011,1959,2011
HAMILTON GAGE PARK,ONTARIO,6153238,4933,43.23,-79.87,99,1953,1956,-999,-999,1953,1956,1953,1956
HAMILTON MARINE POLICE,ONTARIO,6153264,4934,43.27,-79.87,76,1980,1983,-999,-999,1980,1983,1980,1982
HAMILTON MUNICIPAL LAB,ONTARIO,6153290,4935,43.25,-79.77,76,1967,1994,-999,-999,1967,1994,1967,1994
HAMILTON PSYCH HOSPITAL,ONTARIO,6153298,4936,43.23,-79.9,198,1960,1993,-999,-999,1960,1993,1960,1993
HAMILTON RBG,ONTARIO,6153300,4937,43.28,-79.88,102,1950,1997,-999,-999,1950,1997,1950,1997
HAMILTON RBG CS,ONTARIO,6153301,27529,43.29,-79.91,102,1997,2019,2000,2019,1997,2019,1997,2006
HANLON,ONTARIO,6153325,4938,43.65,-79.67,175,1950,1951,-999,-999,1950,1951,1950,1951
HANNON,ONTARIO,6153328,4939,43.17,-79.83,213,1967,1967,-999,-999,1967,1967,1967,1967
HAROLD WILDWOOD,ONTARIO,6153357,4940,44.38,-77.55,161,1983,1993,-999,-999,1983,1993,1983,1993
HAVELOCK,ONTARIO,6153380,52558,44.42,-77.93,217,2013,2013,-999,-999,2013,2013,-999,-999
HEART LAKE,ONTARIO,6153410,4941,43.73,-79.78,259,1957,1989,-999,-999,1957,1989,1957,1989
HOLLAND LANDING,ONTARIO,6153475,4942,44.1,-79.48,259,1964,1969,-999,-999,1964,1969,1964,1969
HOLLAND MARSH,ONTARIO,6153477,4943,44.12,-79.5,217,1946,1948,-999,-999,1946,1948,-999,-999
HORNBY,ONTARIO,6153540,4944,43.55,-79.83,198,1947,1959,-999,-999,1947,1959,1947,1959
HORNBY,ONTARIO,6153545,4945,43.57,-79.85,198,1967,1978,-999,-999,1967,1978,1967,1978
HORNBY TRAFALGAR TS,ONTARIO,6153552,4946,43.53,-79.73,182,1982,2001,-999,-999,1982,2001,1982,2001
HUTTONVILLE,ONTARIO,6153676,4947,43.67,-79.82,237,1973,1978,-999,-999,1973,1978,1973,1978
IDA,ONTARIO,6153678,4948,44.25,-78.43,251,1967,1969,-999,-999,1967,1969,1967,1969
IVANHOE,ONTARIO,6153843,4949,44.38,-77.52,175,1978,1981,-999,-999,1978,1981,1978,1981
JANETVILLE,ONTARIO,6153853,4950,44.22,-78.63,296,1981,2006,-999,-999,1981,2006,1981,2006
KALADAR,ONTARIO,6153935,27612,44.65,-77.12,214,1998,2015,-999,-999,1998,2015,1998,2006
KING CITY,ONTARIO,6154130,4951,43.97,-79.52,291,1958,1959,-999,-999,1958,1959,1958,1959
KING CITY 2,ONTARIO,6154131,4952,43.93,-79.52,304,1979,1981,-999,-999,1979,1981,1979,1981
KING CREEK,ONTARIO,6154135,4953,43.9,-79.62,236,1959,1978,-999,-999,1959,1978,1959,1978
KING SMOKE TREE,ONTARIO,6154142,4954,44.02,-79.52,352,1974,2003,-999,-999,1974,2003,1974,2003
KING CITY NORTH,ONTARIO,6154150,54958,43.96,-79.57,361,2019,2019,2019,2019,2019,2019,-999,-999
LAKEPORT,ONTARIO,6154302,4955,43.98,-77.92,89,1952,1959,-999,-999,1952,1959,1952,1959
LAKEVIEW MOE,ONTARIO,6154310,4956,43.57,-79.57,76,1963,1994,-999,-999,1963,1994,1963,1994
LESKARD,ONTARIO,6154410,4957,44.02,-78.65,64,1978,1996,-999,-999,1978,1996,1978,1996
LONG BRANCH,ONTARIO,6154520,4958,43.58,-79.55,76,1951,1951,-999,-999,1951,1951,1951,1951
LONG SAULT IHD,ONTARIO,6154611,4959,44.05,-78.72,342,1967,1969,-999,-999,1967,1969,1967,1969
MADOC,ONTARIO,6154779,27618,44.53,-77.48,222,1998,2006,-999,-999,1998,2006,1998,2006
MADOC,ONTARIO,6154780,4960,44.52,-77.47,182,1903,1969,-999,-999,1903,1969,1904,1969
MAIN DUCK ISLAND,ONTARIO,6154820,4961,43.93,-76.63,75,1959,1986,-999,-999,1959,1986,1959,1986
MAPLE,ONTARIO,6154950,4962,43.87,-79.48,244,1961,1990,-999,-999,1962,1990,1961,1989
MAPLE SHERWOOD EAST,ONTARIO,6154951,4963,43.85,-79.52,237,1961,1968,-999,-999,1961,1968,1961,1968
MARKHAM,ONTARIO,6154987,4964,43.88,-79.25,195,1957,1972,-999,-999,1957,1972,1957,1972
MARKHAM 2,ONTARIO,6154988,4965,43.88,-79.27,199,1959,1965,-999,-999,1959,1965,1959,1965
MARKHAM MTRCA,ONTARIO,6154990,4966,43.87,-79.28,167,1964,1979,-999,-999,1964,1979,1964,1979
MARKHAM MOE,ONTARIO,6154992,4967,43.87,-79.25,175,1961,1980,-999,-999,1961,1980,1961,1980
MARKHAM WATERWORKS,ONTARIO,6154994,4968,43.83,-79.35,182,1961,1979,-999,-999,1961,1979,1961,1979
MARMORA,ONTARIO,6154995,4969,44.48,-77.7,203,1981,1993,-999,-999,1981,1993,1981,1993
MARSH HILL,ONTARIO,6155000,31009,44.15,-79.07,285,2001,2011,-999,-999,2001,2011,2001,2006
MEYERSBURG,ONTARIO,6155071,4973,44.25,-77.8,125,1930,1971,-999,-999,1930,1971,1930,1971
MIDDLEPORT TS,ONTARIO,6155097,4974,43.12,-80.03,206,1980,2000,-999,-999,1980,2000,1980,2000
MILFORD,ONTARIO,6155148,4975,43.93,-77.05,103,1984,1992,-999,-999,1984,1992,1984,1992
MILLBROOK,ONTARIO,6155154,4976,44.15,-78.48,274,1975,1985,-999,-999,1975,1985,1975,1985
MILLGROVE,ONTARIO,6155183,4977,43.32,-79.97,255,1951,2006,-999,-999,1951,2006,1951,2006
MILTON KELSO,ONTARIO,6155187,4978,43.5,-79.95,243,1966,1987,-999,-999,1966,1987,1966,1987
MOBILE UPPER AIR STATION-ONTARIO,ONTARIO,6155200,32513,43.27,-79.78,76,2019,2019,2019,2019,2019,2019,-999,-999
MONO MILLS THERAFIELD,ONTARIO,6155257,4979,43.97,-79.98,419,1974,1976,-999,-999,1974,1976,1974,1976
MORGANSTON,ONTARIO,6155450,4980,44.17,-77.83,175,1974,1978,-999,-999,1974,1978,1974,1978
MORVEN IHD,ONTARIO,6155496,4981,44.25,-76.85,106,1967,1976,-999,-999,1967,1976,1967,1976
MOUNTAIN VIEW,ONTARIO,6155498,4982,44.08,-77.38,79,1966,1969,-999,-999,1966,1969,1966,1969
NEWMARKET,ONTARIO,6155616,4983,44.07,-79.43,281,1871,1967,-999,-999,1871,1967,1871,1967
NEWMARKET CHERRYWOOD,ONTARIO,6155617,4984,44.07,-79.47,259,1972,1974,-999,-999,1972,1974,1972,1974
NEWMARKET WPCP,ONTARIO,6155619,4985,44.07,-79.43,245,1984,1985,-999,-999,1984,1985,1984,1985
NOBLETON,ONTARIO,6155680,44263,43.92,-79.6,278,2005,2007,-999,-999,2005,2007,2005,2006
NORVAL,ONTARIO,6155713,4986,43.65,-79.85,228,1969,1977,-999,-999,1969,1977,1969,1977
OAK RIDGES,ONTARIO,6155722,4987,43.97,-79.47,321,1918,1979,-999,-999,1918,1979,1918,1979
OAKVILLE,ONTARIO,6155744,4988,43.42,-79.68,83,1956,1971,-999,-999,1956,1971,1956,1971
OAKVILLE STP,ONTARIO,6155746,4989,43.42,-79.68,83,1964,1970,-999,-999,1964,1970,1964,1970
OAKVILLE TWN,ONTARIO,6155750,45667,43.51,-79.69,168,2007,2019,-999,-999,2007,2019,-999,-999
ORANGEVILLE,ONTARIO,6155788,4990,43.92,-80.05,404,1883,1967,-999,-999,1883,1967,1883,1967
ORANGEVILLE MOE,ONTARIO,6155790,4991,43.92,-80.09,411,1961,2015,-999,-999,1961,2015,1961,2006
ORLAND,ONTARIO,6155830,4992,44.13,-77.82,144,1973,1974,-999,-999,1973,1974,1973,1974
ORONO,ONTARIO,6155854,4993,43.97,-78.62,147,1923,1996,-999,-999,1923,1996,1923,1996
WHITBY MUELLER,ONTARIO,6155870,31008,43.9,-78.9,120,2001,2006,-999,-999,2001,2006,2001,2006
WHITBY PRINGLE CREEK,ONTARIO,6155874,27004,43.87,-78.93,82,1994,1995,-999,-999,1994,1995,1994,1995
OSHAWA,ONTARIO,6155875,48649,43.92,-78.88,139,2010,2019,2010,2019,2010,2019,-999,-999
OSHAWA,ONTARIO,6155876,4994,43.9,-78.87,112,1882,1959,-999,-999,1882,1959,1882,1959
OSHAWA FIRE HALL #3,ONTARIO,6155877,4995,43.93,-78.87,143,1976,1992,-999,-999,1976,1992,1976,1992
OSHAWA WPCP,ONTARIO,6155878,4996,43.87,-78.83,83,1969,2019,-999,-999,1969,2019,1969,2006
MISSISSAUGA,ONTARIO,6155BA0,4970,43.58,-79.62,118,1979,1983,-999,-999,1979,1983,1979,1983
OAKVILLE GERARD,ONTARIO,6155PD4,4971,43.43,-79.7,92,1990,2006,-999,-999,1990,2006,1990,2006
OAKVILLE GLEN ABBEY,ONTARIO,6155PM4,4972,43.45,-79.72,132,1983,1987,-999,-999,1983,1987,1983,1987
PA ATMOS BRAMPTON,ONTARIO,6156130,52738,43.79,-79.77,246,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS CAMPBELLVILLE,ONTARIO,6156131,52740,43.44,-80.01,315,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS CLAREMONT,ONTARIO,6156132,52737,43.94,-79.08,167,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS ERIN,ONTARIO,6156133,52735,43.83,-80.12,470,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS HAMILTON,ONTARIO,6156134,52742,43.19,-79.83,198,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS MISSISSAUGA,ONTARIO,6156135,52741,43.53,-79.65,141,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS NORTH YORK,ONTARIO,6156136,53258,43.75,-79.31,178,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS NORVAL,ONTARIO,6156137,52739,43.62,-79.84,240,2014,2015,2014,2015,-999,-999,-999,-999
PA ATMOS VAUGHAN,ONTARIO,6156138,52736,43.86,-79.54,254,2014,2015,2014,2015,-999,-999,-999,-999
PA AJAX COMMUNITY CENTRE,ONTARIO,6156150,52703,43.87,-79.04,117,2014,2015,2014,2015,-999,-999,-999,-999
PA AJAX PAO TAU,ONTARIO,6156152,52705,43.91,-79.06,148,2014,2015,2014,2015,-999,-999,-999,-999
PA AJAX VILLAGE CHRYSLER,ONTARIO,6156153,52702,43.84,-79.03,114,2014,2015,2014,2015,-999,-999,-999,-999
PA AJAX WINTERMERE SOD,ONTARIO,6156154,52704,43.9,-79.04,124,2014,2015,2014,2015,-999,-999,-999,-999
PA AJAX WATER SUPPLY,ONTARIO,6156155,52701,43.82,-79.01,92,2014,2015,2014,2015,-999,-999,-999,-999
PA CALEDON EQUESTRIAN PARK,ONTARIO,6156156,52728,43.96,-79.84,301,2014,2015,2014,2015,-999,-999,-999,-999
PA DUFFERIN AND ST. CLAIR CIBC,ONTARIO,6156157,53838,43.68,-79.44,173,2015,2015,2015,2015,-999,-999,-999,-999
PA CLAREMONT SILO FARM,ONTARIO,6156158,52706,43.99,-79.1,263,2014,2015,2014,2015,-999,-999,-999,-999
PA TORONTO INTERNATIONAL TRAP AND SKEET,ONTARIO,6156159,52731,44.19,-79.66,234,2014,2015,2014,2015,-999,-999,-999,-999
PA CONCORD RYDER,ONTARIO,6156160,52699,43.82,-79.52,226,2014,2015,2014,2015,-999,-999,-999,-999
PA DOWNSVIEW PARK,ONTARIO,6156161,52698,43.75,-79.48,207,2014,2015,2014,2015,-999,-999,-999,-999
PA KING CITY,ONTARIO,6156162,53778,43.96,-79.57,366,2015,2018,2015,2018,2018,2018,-999,-999
PA HERSHEY CENTRE,ONTARIO,6156164,52732,43.63,-79.66,203,2014,2015,2014,2015,-999,-999,-999,-999
PA MARKHAM NORTH TOYOTA,ONTARIO,6156165,52700,43.82,-79.34,187,2014,2015,2014,2015,-999,-999,-999,-999
PA BOUSFIELD FARMS,ONTARIO,6156166,52733,43.48,-79.89,197,2014,2015,2014,2015,-999,-999,-999,-999
PA TORONTO NORTH YORK MOTORS,ONTARIO,6156168,52678,43.72,-79.47,186,2014,2015,2014,2015,-999,-999,-999,-999
